-0.84    0    -2.12955e-06
-0.798887    0    -0.259576
-0.679573    0    -0.493741
-0.493739    0    -0.679575
-0.259573    0    -0.798888
8.64505e-07    0    -0.84
0.259575    0    -0.798887
0.49374    0    -0.679574
0.679574    0    -0.493739
0.798887    0    -0.259574
0.84    0    -2.55279e-07
0.798888    0    0.259574
0.679575    0    0.493739
0.49374    0    0.679574
0.259575    0    0.798887
1.36518e-06    0    0.84
-0.259573    0    0.798888
-0.493738    0    0.679575
-0.679573    0    0.493741
-0.798887    0    0.259577
-0.84    0    2.73037e-06
-0.679574    -0.493739    -2.12955e-06
-0.646313    -0.469574    -0.259576
-0.549787    -0.399443    -0.493741
-0.399443    -0.290212    -0.679575
-0.209999    -0.152573    -0.798888
6.99399e-07    5.08143e-07    -0.84
0.210001    0.152574    -0.798887
0.399444    0.290213    -0.679574
0.549787    0.399444    -0.493739
0.646314    0.469574    -0.259574
0.679574    0.493739    -2.55279e-07
0.646314    0.469574    0.259574
0.549788    0.399444    0.493739
0.399444    0.290213    0.679574
0.210001    0.152574    0.798887
1.10446e-06    8.02434e-07    0.84
-0.209999    -0.152573    0.798888
-0.399443    -0.290212    0.679575
-0.549786    -0.399443    0.493741
-0.646313    -0.469573    0.259577
-0.679574    -0.493739    2.73037e-06
-0.259575    -0.798887    -2.12955e-06
-0.24687    -0.759786    -0.259576
-0.21    -0.646312    -0.493741
-0.152574    -0.469573    -0.679575
-0.0802128    -0.246869    -0.798888
2.67147e-07    8.22193e-07    -0.84
0.0802133    0.24687    -0.798887
0.152575    0.469574    -0.679574
0.210001    0.646313    -0.493739
0.246871    0.759787    -0.259574
0.259575    0.798887    -2.55279e-07
0.246871    0.759787    0.259574
0.210001    0.646314    0.493739
0.152575    0.469575    0.679574
0.0802135    0.246871    0.798887
4.21866e-07    1.29837e-06    0.84
-0.0802127    -0.246868    0.798888
-0.152574    -0.469573    0.679575
-0.21    -0.646312    0.493741
-0.24687    -0.759786    0.259577
-0.259575    -0.798887    2.73037e-06
0.259573    -0.798888    -2.12955e-06
0.246868    -0.759787    -0.259576
0.209999    -0.646313    -0.493741
0.152573    -0.469574    -0.679575
0.0802122    -0.246869    -0.798888
-2.67145e-07    8.22193e-07    -0.84
-0.0802127    0.246871    -0.798887
-0.152573    0.469575    -0.679574
-0.209999    0.646314    -0.493739
-0.246869    0.759787    -0.259574
-0.259573    0.798888    -2.55279e-07
-0.246869    0.759788    0.259574
-0.209999    0.646314    0.493739
-0.152573    0.469575    0.679574
-0.0802128    0.246871    0.798887
-4.21863e-07    1.29837e-06    0.84
0.080212    -0.246869    0.798888
0.152573    -0.469573    0.679575
0.209999    -0.646313    0.493741
0.246868    -0.759787    0.259577
0.259573    -0.798888    2.73037e-06
0.679573    -0.493741    -2.12955e-06
0.646312    -0.469575    -0.259576
0.549786    -0.399444    -0.493741
0.399442    -0.290213    -0.679575
0.209999    -0.152574    -0.798888
-6.99398e-07    5.08145e-07    -0.84
-0.21    0.152575    -0.798887
-0.399443    0.290214    -0.679574
-0.549786    0.399445    -0.493739
-0.646313    0.469576    -0.259574
-0.679573    0.493741    -2.55279e-07
-0.646313    0.469576    0.259574
-0.549787    0.399445    0.493739
-0.399444    0.290214    0.679574
-0.210001    0.152575    0.798887
-1.10446e-06    8.02437e-07    0.84
0.209998    -0.152573    0.798888
0.399442    -0.290213    0.679575
0.549785    -0.399444    0.493741
0.646312    -0.469575    0.259577
0.679573    -0.493741    2.73037e-06
0.84    -2.12955e-06    -2.12955e-06
0.798887    -2.02532e-06    -0.259576
0.679573    -1.72284e-06    -0.493741
0.493739    -1.25172e-06    -0.679575
0.259573    -6.58065e-07    -0.798888
-8.64505e-07    2.19168e-12    -0.84
-0.259575    6.58069e-07    -0.798887
-0.49374    1.25172e-06    -0.679574
-0.679574    1.72284e-06    -0.493739
-0.798887    2.02532e-06    -0.259574
-0.84    2.12955e-06    -2.55279e-07
-0.798888    2.02533e-06    0.259574
-0.679575    1.72285e-06    0.493739
-0.49374    1.25172e-06    0.679574
-0.259575    6.58071e-07    0.798887
-1.36518e-06    3.46099e-12    0.84
0.259573    -6.58064e-07    0.798888
0.493738    -1.25172e-06    0.679575
0.679573    -1.72284e-06    0.493741
0.798887    -2.02532e-06    0.259577
0.84    -2.12955e-06    2.73037e-06
0.679576    0.493738    -2.12955e-06
0.646314    0.469572    -0.259576
0.549788    0.399442    -0.493741
0.399444    0.290211    -0.679575
0.21    0.152573    -0.798888
-6.99401e-07    -5.08141e-07    -0.84
-0.210001    -0.152574    -0.798887
-0.399445    -0.290212    -0.679574
-0.549788    -0.399442    -0.493739
-0.646315    -0.469572    -0.259574
-0.679576    -0.493738    -2.55279e-07
-0.646315    -0.469572    0.259574
-0.549789    -0.399442    0.493739
-0.399445    -0.290212    0.679574
-0.210001    -0.152574    0.798887
-1.10446e-06    -8.02431e-07    0.84
0.209999    0.152572    0.798888
0.399443    0.290211    0.679575
0.549787    0.399441    0.493741
0.646314    0.469572    0.259577
0.679576    0.493738    2.73037e-06
0.259577    0.798887    -2.12955e-06
0.246872    0.759786    -0.259576
0.210002    0.646312    -0.493741
0.152575    0.469573    -0.679575
0.0802134    0.246869    -0.798888
-2.67149e-07    -8.22192e-07    -0.84
-0.0802139    -0.24687    -0.798887
-0.152576    -0.469574    -0.679574
