-8.41766    41.9997    15.5481    -70    0
-8.3156    42.4311    15.204    -69.8831    0
-8.3156    42.4311    15.204    -69.7663    0
-8.3156    42.4311    15.204    -69.6494    0
-7.82175    42.819    15.1777    -69.5326    0
-7.82175    42.819    15.1777    -69.4157    0
-7.82175    42.819    15.1777    -69.2988    0
-7.82175    42.819    15.1777    -69.182    0
-8.19637    42.0658    15.4259    -69.0651    0
-8.19637    42.0658    15.4259    -68.9483    0
-8.47626    41.1678    14.9961    -68.8314    0
-8.47626    41.1678    14.9961    -68.7145    0
-8.47626    41.1678    14.9961    -68.5977    0
-7.91371    42.8782    15.2866    -68.4808    0
-7.91371    42.8782    15.2866    -68.364    0
-7.91371    42.8782    15.2866    -68.2471    0
-7.91371    42.8782    15.2866    -68.1302    0
-8.75377    43.0048    15.5556    -68.0134    0
-8.75377    43.0048    15.5556    -67.8965    0
-8.75377    43.0048    15.5556    -67.7797    0
-9.38469    41.3471    16.1568    -67.6628    0
-9.38469    41.3471    16.1568    -67.546    0
-10.1618    41.0418    16.8223    -67.4291    0
-10.1618    41.0418    16.8223    -67.3122    0
-10.1618    41.0418    16.8223    -67.1954    0
-10.7713    40.4253    18.5659    -67.0785    0
-10.7713    40.4253    18.5659    -66.9617    0
-10.7713    40.4253    18.5659    -66.8448    0
-10.5014    40.7452    19.2579    -66.7279    0
-10.7713    40.4253    18.5659    -66.6111    0
-10.5014    40.7452    19.2579    -66.4942    0
-10.5014    40.7452    19.2579    -66.3774    0
-10.114    40.5963    19.3174    -66.2605    0
-10.5014    40.7452    19.2579    -66.1436    0
-10.114    40.5963    19.3174    -66.0268    0
-10.0856    40.5885    19.6409    -65.9099    0
-10.0856    40.5885    19.6409    -65.7931    0
-10.0856    40.5885    19.6409    -65.6762    0
-10.5786    38.5107    20.1676    -65.5593    0
-10.5786    38.5107    20.1676    -65.4425    0
-10.5786    38.5107    20.1676    -65.3256    0
-10.5525    39.8073    20    -65.2088    0
-10.5525    39.8073    20    -65.0919    0
-10.5525    39.8073    20    -64.975    0
-12.148    40.4322    20.6049    -64.8582    0
-12.148    40.4322    20.6049    -64.7413    0
-12.148    40.4322    20.6049    -64.6245    0
-10.5043    40.0428    21.5721    -64.5076    0
-10.5043    40.0428    21.5721    -64.3907    0
-10.5043    40.0428    21.5721    -64.2739    0
-7.53255    39.3301    22.7795    -64.157    0
-7.53255    39.3301    22.7795    -64.0402    0
-7.53255    39.3301    22.7795    -63.9233    0
-6.63987    41.5022    21.5119    -63.8064    0
-6.63987    41.5022    21.5119    -63.6896    0
-6.63987    41.5022    21.5119    -63.5727    0
-5.12227    41.8027    15.5313    -63.4559    0
-5.12227    41.8027    15.5313    -63.339    0
-5.12227    41.8027    15.5313    -63.2221    0
-5.12227    41.8027    15.5313    -63.1053    0
-1.66621    43.7574    12.3978    -62.9884    0
-1.66621    43.7574    12.3978    -62.8715    0
-1.66621    43.7574    12.3978    -62.7547    0
-1.31132    44.055    7.87637    -62.6378    0
-1.31132    44.055    7.87637    -62.5209    0
-2.60831    45.0434    -4.41205    -62.4041    0
-2.60831    45.0434    -4.41205    -62.2872    0
-1.31132    44.055    7.87637    -62.1704    0
-2.60831    45.0434    -4.41205    -62.0535    0
-2.60831    45.0434    -4.41205    -61.9366    0
-8.79368    42.4905    -10.9066    -61.8198    0
-8.79368    42.4905    -10.9066    -61.7029    0
-8.79368    42.4905    -10.9066    -61.586    0
-17.0019    38.1298    -16.4959    -61.4692    0
-17.0019    38.1298    -16.4959    -61.3523    0
-17.0019    38.1298    -16.4959    -61.2355    0
-24.2993    29.8213    -22.099    -61.1186    0
-24.2993    29.8213    -22.099    -61.0017    0
-28.2732    26.7481    -22.6472    -60.8849    0
-28.2732    26.7481    -22.6472    -60.768    0
-28.2732    26.7481    -22.6472    -60.6511    0
-31.0434    22.5243    -23.1978    -60.5343    0
-31.0434    22.5243    -23.1978    -60.4174    0
-31.0434    22.5243    -23.1978    -60.3005    0
-33.6455    18.2513    -24.2536    -60.1837    0
-33.6455    18.2513    -24.2536    -60.0668    0
-33.6455    18.2513    -24.2536    -59.95    0
-32.3227    18.393    -25.254    -59.8331    0
-32.3227    18.393    -25.254    -59.7162    0
-32.3227    18.393    -25.254    -59.5994    0
-31.1552    22.2401    -24.3103    -59.4825    0
-31.1552    22.2401    -24.3103    -59.3656    0
-31.1677    20.5405    -25.4614    -59.2488    0
