0    -0.461124    1.94353    -9.74493
0    -0.440998    1.93601    -9.75605
0    -0.440998    1.93601    -9.75605
0    -0.426879    1.97014    -9.78981
0    -0.4469    1.93947    -9.76196
0    -0.447744    1.95127    -9.75952
0    -0.451767    1.93547    -9.74149
0    -0.437427    1.93634    -9.77171
0    -0.434501    1.95423    -9.77172
0    -0.436533    1.96736    -9.78246
0    -0.450315    1.94522    -9.75709
0    -0.436782    1.95615    -9.74527
0    -0.419516    1.97491    -9.77551
0    -0.426879    1.97014    -9.78981
0    -0.426879    1.97014    -9.78981
0    -0.446856    1.93766    -9.71755
0    -0.443562    1.92846    -9.73082
0    -0.434683    1.90366    -9.719
0    -0.438796    1.92593    -9.70929
0    -0.434535    1.95011    -9.73212
0    -0.427255    1.9526    -9.72502
0    -0.434871    1.93957    -9.74293
0    -0.42149    1.94584    -9.73712
0    -0.418813    1.95397    -9.71914
0    -0.440404    1.95329    -9.71882
0    -0.440404    1.95329    -9.71882
0    -0.440404    1.95329    -9.71882
0    -0.415121    1.9592    -9.7456
0    -0.418338    1.97072    -9.72872
0    -0.43494    1.97747    -9.73926
0    -0.423197    1.96959    -9.74305
0    -0.428004    1.96805    -9.72858
0    -0.429912    1.98314    -9.70932
0    -0.430273    1.97427    -9.75374
0    -0.427207    1.95515    -9.73702
0    -0.425978    1.95642    -9.74064
0    -0.426297    1.9443    -9.72265
0    -0.426297    1.9443    -9.72265
0    -0.426297    1.9443    -9.72265
0    -0.429751    1.9489    -9.72019
0    -0.452858    1.9375    -9.71986
0    -0.420362    1.94204    -9.71794
0    -0.422086    1.92418    -9.71675
0    -0.452972    1.93401    -9.72467
0    -0.442018    1.94042    -9.73442
0    -0.419232    1.93971    -9.71796
0    -0.457543    1.94232    -9.73538
0    -0.441963    1.94291    -9.74282
0    -0.433753    1.93732    -9.74895
0    -0.433753    1.93732    -9.74895
0    -0.449078    1.94643    -9.75591
0    -0.439418    1.94916    -9.75965
0    -0.426071    1.95569    -9.77304
0    -0.434097    1.96715    -9.7621
0    -0.431968    1.9591    -9.77535
0    -0.430551    1.96621    -9.77175
0    -0.441551    1.9587    -9.768
0    -0.425472    1.97586    -9.77181
0    -0.429526    1.96177    -9.79098
0    -0.444786    1.97329    -9.80033
0    -0.444786    1.97329    -9.80033
0    -0.444786    1.97329    -9.80033
0    -0.437563    1.97331    -9.78604
0    -0.416752    1.98821    -9.78753
0    -0.440321    1.95996    -9.77042
0    -0.45861    1.94856    -9.75936
0    -0.446477    1.9537    -9.76074
0    -0.435784    1.95046    -9.7597
0    -0.459233    1.92858    -9.77379
0    -0.439381    1.95033    -9.75845
0    -0.430936    1.95168    -9.75137
0    -0.441859    1.94649    -9.74401
0    -0.441859    1.94649    -9.74401
0    -0.441859    1.94649    -9.74401
0    -0.446664    1.94639    -9.74754
0    -0.447009    1.93447    -9.74396
0    -0.442557    1.92417    -9.76085
0    -0.446039    1.92753    -9.75479
0    -0.450738    1.931    -9.75831
0    -0.446723    1.94539    -9.76075
0    -0.426005    1.9581    -9.77544
0    -0.440273    1.96104    -9.76322
0    -0.439435    1.94929    -9.76925
0    -0.438216    1.94918    -9.75847
0    -0.438216    1.94918    -9.75847
0    -0.413978    1.95822    -9.75762
0    -0.438084    1.95399    -9.76326
0    -0.429178    1.9722    -9.77297
0    -0.433106    1.96005    -9.76093
0    -0.429192    1.97084    -9.76096
0    -0.447531    1.95838    -9.75831
0    -0.436444    1.92638    -9.73573
0    -0.427369    1.95057    -9.74903
0    -0.42849    1.95138    -9.725
0    -0.431356    1.93741    -9.75019
0    -0.431356    1.93741    -9.75019
0    -0.431356    1.93741    -9.75019
0    -0.433144    1.95742    -9.74293
0    -0.4402    1.96047    -9.72241
0    -0.430964    1.94896    -9.72737
0    -0.411699    1.95192    -9.72646
0    -0.434223    1.96082    -9.7345
0    -0.438587    1.97482    -9.72721
0    -0.408769    1.97416    -9.78287
0    -0.418202    1.97551    -9.73112
0    -0.432782    1.97066    -9.75611
0    -0.426253    1.94688    -9.73705
0    -0.426253    1.94688    -9.73705
0    -0.426253    1.94688    -9.73705
0    -0.419627    1.96846    -9.73951
0    -0.417075    1.97319    -9.73234
0    -0.436759    1.95597    -9.73207
0    -0.440535    1.94993    -9.73323
0    -0.427854    1.9339    -9.74545
0    -0.44459    1.93439    -9.73319
0    -0.445872    1.9306    -9.71998
0    -0.431315    1.93709    -9.72739
0    -0.439559    1.94295    -9.74046
0    -0.43992    1.92969    -9.72607
0    -0.43992    1.92969    -9.72607
0    -0.43992    1.92969    -9.72607
0    -0.423903    1.9488    -9.78389
0    -0.435888    1.94688    -9.75851
0    -0.44364    1.96936    -9.77155
0    -0.436399    1.9707    -9.76686
0    -0.433882    1.97424    -9.75969
0    -0.418291    1.97474    -9.76112
0    -0.44276    1.95727    -9.75358
0    -0.43409    1.96856    -9.7777
0    -0.439084    1.96116    -9.76923
0    -0.439087    1.95972    -9.75123
0    -0.439087    1.95972    -9.75123
0    -0.433127    1.96167    -9.79213
0    -0.459954    1.94526    -9.78095
0    -0.436801    1.95776    -9.77528
0    -0.428602    1.9508    -9.76821
0    -0.444121    1.95265    -9.76557
0    -0.457456    1.94895    -9.78458
0    -0.433957    1.93015    -9.74536
0    -0.440752    1.94432    -9.75604
