-9.11865    41.3635    16.4368    0.0593349    -0.294399    -44.204
-9.11865    41.3635    16.4368    -5.46795    -0.294413    -43.734
-9.11865    41.3635    16.4368    -10.8984    -0.294426    -42.6585
-9.11865    41.3635    16.4368    -16.1779    -0.29444    -40.9916
-9.11865    41.3635    16.4368    -21.252    -0.294453    -38.7463
-9.11865    41.3635    16.4368    -26.0637    -0.294465    -35.9363
-9.11865    41.3635    16.4368    -30.5509    -0.294476    -32.5776
-9.11865    41.3635    16.4368    -34.6459    -0.294487    -28.6917
-9.11865    41.3635    16.4368    -38.2752    -0.294496    -24.3089
-9.11865    41.3635    16.4368    -41.3608    -0.294504    -19.4719
-9.11865    41.3635    16.4368    -43.8237    -0.29451    -14.2395
-9.11865    41.3635    16.4368    -45.5888    -0.294514    -8.68888
-9.11865    41.3635    16.4368    -46.5912    -0.294517    -2.91603
-9.11865    41.3635    16.4368    -46.7831    -0.294517    2.96606
-9.11865    41.3635    16.4368    -46.1406    -0.294516    8.83209
-9.11865    41.3635    16.4368    -44.6675    -0.294512    14.5516
-9.11865    41.3635    16.4368    -42.3971    -0.294506    19.9975
-9.11865    41.3635    16.4368    -39.3897    -0.294499    25.0541
-9.11865    41.3635    16.4368    -35.7272    -0.294489    29.6242
-9.11865    41.3635    16.4368    -31.506    -0.294479    33.6326
-9.11865    41.3635    16.4368    -26.8288    -0.294467    37.0273
-9.11865    41.3635    16.4368    -21.7982    -0.294454    39.7776
-9.11865    41.3635    16.4368    -16.5108    -0.294441    41.8703
-9.11865    41.3635    16.4368    -11.0547    -0.294427    43.3053
-9.11865    41.3635    16.4368    -5.5083    -0.294413    44.0914
-9.00879    41.7786    16.1072    0.0593349    -0.294399    -44.204
-9.00879    41.7786    16.1072    -5.46804    -0.323379    -43.7353
-9.00879    41.7786    16.1072    -10.8989    -0.351853    -42.661
-9.00879    41.7786    16.1072    -16.179    -0.379537    -40.9949
-9.00879    41.7786    16.1072    -21.2539    -0.406145    -38.7501
-9.00879    41.7786    16.1072    -26.0662    -0.431376    -35.9402
-9.00879    41.7786    16.1072    -30.5539    -0.454905    -32.5813
-9.00879    41.7786    16.1072    -34.6491    -0.476376    -28.6948
-9.00879    41.7786    16.1072    -38.2782    -0.495404    -24.3111
-9.00879    41.7786    16.1072    -41.3632    -0.511579    -19.4733
-9.00879    41.7786    16.1072    -43.8251    -0.524486    -14.2402
-9.00879    41.7786    16.1072    -45.5888    -0.533733    -8.68899
-9.00879    41.7786    16.1072    -46.5895    -0.53898    -2.91596
-9.00879    41.7786    16.1072    -46.7798    -0.539977    2.96589
-9.00879    41.7786    16.1072    -46.1357    -0.536601    8.83128
-9.00879    41.7786    16.1072    -44.6615    -0.528871    14.5499
-9.00879    41.7786    16.1072    -42.3904    -0.516964    19.9946
-9.00879    41.7786    16.1072    -39.3829    -0.501196    25.0502
-9.00879    41.7786    16.1072    -35.7209    -0.481996    29.6194
-9.00879    41.7786    16.1072    -31.5006    -0.459868    33.6274
-9.00879    41.7786    16.1072    -26.8246    -0.435352    37.0221
-9.00879    41.7786    16.1072    -21.7952    -0.408983    39.7728
-9.00879    41.7786    16.1072    -16.509    -0.381267    41.8663
-9.00879    41.7786    16.1072    -11.0538    -0.352666    43.3025
-9.00879    41.7786    16.1072    -5.50805    -0.323589    44.09
-9.00879    41.7786    16.1072    0.0593349    -0.294399    -44.204
-9.00879    41.7786    16.1072    -5.46798    -0.352347    -43.7367
-9.00879    41.7786    16.1072    -10.8991    -0.409285    -42.6635
-9.00879    41.7786    16.1072    -16.1796    -0.464645    -40.9982
-9.00879    41.7786    16.1072    -21.2551    -0.517855    -38.7539
-9.00879    41.7786    16.1072    -26.0679    -0.568312    -35.9441
-9.00879    41.7786    16.1072    -30.556    -0.615365    -32.5849
-9.00879    41.7786    16.1072    -34.6514    -0.658299    -28.6978
-9.00879    41.7786    16.1072    -38.2802    -0.696343    -24.3134
-9.00879    41.7786    16.1072    -41.3645    -0.728678    -19.4747
-9.00879    41.7786    16.1072    -43.8252    -0.754476    -14.2408
-9.00879    41.7786    16.1072    -45.5874    -0.77295    -8.68908
-9.00879    41.7786    16.1072    -46.5864    -0.783424    -2.91588
-9.00879    41.7786    16.1072    -46.7749    -0.7854    2.9657
-9.00879    41.7786    16.1072    -46.1294    -0.778632    8.83043
-9.00879    41.7786    16.1072    -44.6541    -0.763165    14.548
-9.00879    41.7786    16.1072    -42.3825    -0.739351    19.9917
-9.00879    41.7786    16.1072    -39.375    -0.707821    25.0462
-9.00879    41.7786    16.1072    -35.7136    -0.669436    29.6146
-9.00879    41.7786    16.1072    -31.4943    -0.625201    33.6221
-9.00879    41.7786    16.1072    -26.8196    -0.576193    37.0168
-9.00879    41.7786    16.1072    -21.7916    -0.52348    39.7679
-9.00879    41.7786    16.1072    -16.5067    -0.468074    41.8623
-9.00879    41.7786    16.1072    -11.0527    -0.410895    43.2997
-9.00879    41.7786    16.1072    -5.50763    -0.352762    44.0886
-9.00879    41.7786    16.1072    0.0593349    -0.2944    -44.204
-9.00879    41.7786    16.1072    -5.46778    -0.381314    -43.738
-9.00879    41.7786    16.1072    -10.8989    -0.46672    -42.666
-9.00879    41.7786    16.1072    -16.1798    -0.549763    -41.0016
-9.00879    41.7786    16.1072    -21.2557    -0.629582    -38.7577
-9.00879    41.7786    16.1072    -26.0689    -0.705271    -35.948
-9.00879    41.7786    16.1072    -30.5573    -0.775851    -32.5885
-9.00879    41.7786    16.1072    -34.6526    -0.84025    -28.7008
-9.00879    41.7786    16.1072    -38.281    -0.897307    -24.3156
-9.00879    41.7786    16.1072    -41.3644    -0.945795    -19.476
-9.00879    41.7786    16.1072    -43.8239    -0.984471    -14.2413
-9.00879    41.7786    16.1072    -45.5845    -1.01216    -8.68914
-9.00879    41.7786    16.1072    -46.5818    -1.02784    -2.9158
-9.00879    41.7786    16.1072    -46.7686    -1.03078    2.96551
-9.00879    41.7786    16.1072    -46.1216    -1.0206    8.82956
-9.00879    41.7786    16.1072    -44.6453    -0.997386    14.5462
-9.00879    41.7786    16.1072    -42.3732    -0.961658    19.9887
-9.00879    41.7786    16.1072    -39.3659    -0.914368    25.0421
-9.00879    41.7786    16.1072    -35.7052    -0.856803    29.6097
-9.00879    41.7786    16.1072    -31.4871    -0.790472    33.6167
-9.00879    41.7786    16.1072    -26.8139    -0.716985    37.0114
-9.00879    41.7786    16.1072    -21.7874    -0.637943    39.763
-9.00879    41.7786    16.1072    -16.504    -0.55486    41.8583
-9.00879    41.7786    16.1072    -11.0512    -0.469114    43.2969
-9.00879    41.7786    16.1072    -5.50707    -0.381932    44.0871
-8.49609    42.157    16.0828    0.0593349    -0.2944    -44.204
-8.49609    42.157    16.0828    -5.46742    -0.410281    -43.7394
-8.49609    42.157    16.0828    -10.8985    -0.524158    -42.6685
-8.49609    42.157    16.0828    -16.1796    -0.634887    -41.0049
-8.49609    42.157    16.0828    -21.2557    -0.741321    -38.7615
-8.49609    42.157    16.0828    -26.0692    -0.842247    -35.9518
-8.49609    42.157    16.0828    -30.5577    -0.936358    -32.592
-8.49609    42.157    16.0828    -34.6528    -1.02222    -28.7037
-8.49609    42.157    16.0828    -38.2807    -1.09829    -24.3177
-8.49609    42.157    16.0828    -41.3632    -1.16292    -19.4773
-8.49609    42.157    16.0828    -43.8213    -1.21446    -14.2419
-8.49609    42.157    16.0828    -45.5803    -1.25134    -8.68917
-8.49609    42.157    16.0828    -46.5758    -1.27222    -2.9157
-8.49609    42.157    16.0828    -46.7609    -1.2761    2.96531
-8.49609    42.157    16.0828    -46.1124    -1.2625    8.82866
-8.49609    42.157    16.0828    -44.6351    -1.23152    14.5443
-8.49609    42.157    16.0828    -42.3627    -1.18388    19.9857
-8.49609    42.157    16.0828    -39.3556    -1.12083    25.038
-8.49609    42.157    16.0828    -35.6958    -1.04409    29.6047
-8.49609    42.157    16.0828    -31.479    -0.955675    33.6113
-8.49609    42.157    16.0828    -26.8074    -0.857724    37.006
-8.49609    42.157    16.0828    -21.7826    -0.752368    39.7581
-8.49609    42.157    16.0828    -16.5008    -0.641621    41.8542
-8.49609    42.157    16.0828    -11.0494    -0.52732    43.294
-8.49609    42.157    16.0828    -5.50635    -0.411098    44.0857
-8.49609    42.157    16.0828    0.059335    -0.2944    -44.204
-8.49609    42.157    16.0828    -5.4669    -0.439247    -43.7407
-8.49609    42.157    16.0828    -10.8978    -0.581595    -42.671
-8.49609    42.157    16.0828    -16.1789    -0.720016    -41.0082
-8.49609    42.157    16.0828    -21.2552    -0.853069    -38.7653
-8.49609    42.157    16.0828    -26.0688    -0.979237    -35.9557
-8.49609    42.157    16.0828    -30.5572    -1.09688    -32.5955
-8.49609    42.157    16.0828    -34.652    -1.20421    -28.7066
-8.49609    42.157    16.0828    -38.2792    -1.29928    -24.3198
-8.49609    42.157    16.0828    -41.3607    -1.38005    -19.4785
-8.49609    42.157    16.0828    -43.8174    -1.44444    -14.2424
-8.49609    42.157    16.0828    -45.5747    -1.4905    -8.68918
-8.49609    42.157    16.0828    -46.5684    -1.51655    -2.9156
-8.49609    42.157    16.0828    -46.7517    -1.52135    2.9651
-8.49609    42.157    16.0828    -46.1018    -1.50432    8.82772
-8.49609    42.157    16.0828    -44.6236    -1.46557    14.5423
-8.49609    42.157    16.0828    -42.3508    -1.406    19.9825
-8.49609    42.157    16.0828    -39.3441    -1.32719    25.0338
-8.49609    42.157    16.0828    -35.6853    -1.23129    29.5997
-8.49609    42.157    16.0828    -31.4699    -1.12081    33.6058
-8.49609    42.157    16.0828    -26.8001    -0.998405    37.0005
-8.49609    42.157    16.0828    -21.7772    -0.866751    39.7531
-8.49609    42.157    16.0828    -16.4971    -0.728356    41.8501
-8.49609    42.157    16.0828    -11.0473    -0.585512    43.2912
-8.49609    42.157    16.0828    -5.50548    -0.440258    44.0842
-8.49609    42.157    16.0828    0.059335    -0.2944    -44.204
-8.49609    42.157    16.0828    -5.46624    -0.46821    -43.7421
-8.49609    42.157    16.0828    -10.8968    -0.639032    -42.6735
-8.49609    42.157    16.0828    -16.1778    -0.805147    -41.0115
-8.49609    42.157    16.0828    -21.254    -0.964823    -38.769
-8.49609    42.157    16.0828    -26.0676    -1.11624    -35.9595
-8.49609    42.157    16.0828    -30.5558    -1.25742    -32.599
-8.49609    42.157    16.0828    -34.6502    -1.38621    -28.7095
-8.49609    42.157    16.0828    -38.2767    -1.50028    -24.3218
-8.49609    42.157    16.0828    -41.357    -1.59717    -19.4797
-8.49609    42.157    16.0828    -43.8122    -1.6744    -14.2428
-8.49609    42.157    16.0828    -45.5677    -1.72962    -8.68916
-8.49609    42.157    16.0828    -46.5595    -1.76082    -2.91548
-8.49609    42.157    16.0828    -46.7411    -1.76653    2.96487
-8.49609    42.157    16.0828    -46.0898    -1.74605    8.82676
-8.49609    42.157    16.0828    -44.6106    -1.69952    14.5403
-8.49609    42.157    16.0828    -42.3377    -1.62802    19.9794
-8.49609    42.157    16.0828    -39.3315    -1.53346    25.0295
-8.49609    42.157    16.0828    -35.6737    -1.4184    29.5945
-8.49609    42.157    16.0828    -31.4599    -1.28586    33.6002
-8.49609    42.157    16.0828    -26.792    -1.13902    36.9949
-8.49609    42.157    16.0828    -21.7711    -0.981088    39.748
-8.49609    42.157    16.0828    -16.493    -0.815062    41.846
-8.49609    42.157    16.0828    -11.0448    -0.643688    43.2883
-8.49609    42.157    16.0828    -5.50446    -0.469413    44.0828
-8.49609    42.157    16.0828    0.059335    -0.294401    -44.204
-8.49609    42.157    16.0828    -5.46542    -0.497171    -43.7435
-8.49609    42.157    16.0828    -10.8955    -0.696466    -42.676
-8.49609    42.157    16.0828    -16.1762    -0.890277    -41.0148
-8.49609    42.157    16.0828    -21.2523    -1.07658    -38.7728
-8.49609    42.157    16.0828    -26.0657    -1.25324    -35.9632
-8.49609    42.157    16.0828    -30.5536    -1.41796    -32.6025
-8.49609    42.157    16.0828    -34.6474    -1.56821    -28.7123
-8.49609    42.157    16.0828    -38.273    -1.70128    -24.3238
-8.49609    42.157    16.0828    -41.352    -1.81428    -19.4809
-8.49609    42.157    16.0828    -43.8056    -1.90434    -14.2432
-8.49609    42.157    16.0828    -45.5593    -1.9687    -8.68911
-8.49609    42.157    16.0828    -46.5492    -2.00503    -2.91536
-8.49609    42.157    16.0828    -46.7291    -2.01163    2.96464
-8.49609    42.157    16.0828    -46.0764    -1.98768    8.82576
-8.49609    42.157    16.0828    -44.5964    -1.93336    14.5383
-8.49609    42.157    16.0828    -42.3233    -1.84993    19.9761
-8.49609    42.157    16.0828    -39.3176    -1.73962    25.0252
-8.49609    42.157    16.0828    -35.6611    -1.60541    29.5894
-8.49609    42.157    16.0828    -31.449    -1.45082    33.5946
-8.49609    42.157    16.0828    -26.7831    -1.27958    36.9893
-8.49609    42.157    16.0828    -21.7644    -1.09538    39.7429
-8.49609    42.157    16.0828    -16.4884    -0.901736    41.8419
-8.49609    42.157    16.0828    -11.0421    -0.701847    43.2854
-8.49609    42.157    16.0828    -5.50328    -0.49856    44.0813
-8.88672    41.4246    16.3147    0.059335    -0.294401    -44.204
-8.88672    41.4246    16.3147    -5.46446    -0.526128    -43.7448
-8.88672    41.4246    16.3147    -10.8939    -0.753895    -42.6785
-8.88672    41.4246    16.3147    -16.1741    -0.975405    -41.0181
-8.88672    41.4246    16.3147    -21.2499    -1.18834    -38.7765
-8.88672    41.4246    16.3147    -26.063    -1.39025    -35.967
-8.88672    41.4246    16.3147    -30.5505    -1.5785    -32.6059
-8.88672    41.4246    16.3147    -34.6437    -1.75021    -28.7151
-8.88672    41.4246    16.3147    -38.2682    -1.90226    -24.3258
-8.88672    41.4246    16.3147    -41.3458    -2.03137    -19.482
-8.88672    41.4246    16.3147    -43.7978    -2.13423    -14.2436
-8.88672    41.4246    16.3147    -45.5495    -2.20772    -8.68903
-8.88672    41.4246    16.3147    -46.5375    -2.24917    -2.91522
-8.88672    41.4246    16.3147    -46.7156    -2.25664    2.9644
-8.88672    41.4246    16.3147    -46.0615    -2.2292    8.82474
-8.88672    41.4246    16.3147    -44.5807    -2.16708    14.5362
-8.88672    41.4246    16.3147    -42.3075    -2.07172    19.9729
-8.88672    41.4246    16.3147    -39.3026    -1.94566    25.0208
-8.88672    41.4246    16.3147    -35.6474    -1.79232    29.5841
-8.88672    41.4246    16.3147    -31.4372    -1.6157    33.5889
-8.88672    41.4246    16.3147    -26.7735    -1.42006    36.9837
-8.88672    41.4246    16.3147    -21.7571    -1.20961    39.7378
-8.88672    41.4246    16.3147    -16.4833    -0.988376    41.8377
-8.88672    41.4246    16.3147    -11.0391    -0.759987    43.2825
-8.88672    41.4246    16.3147    -5.50195    -0.5277    44.0798
-8.88672    41.4246    16.3147    0.059335    -0.294401    -44.204
-8.88672    41.4246    16.3147    -5.46334    -0.55508    -43.7462
-8.88672    41.4246    16.3147    -10.892    -0.811319    -42.681
-8.88672    41.4246    16.3147    -16.1716    -1.06053    -41.0214
-8.88672    41.4246    16.3147    -21.247    -1.30009    -38.7802
-8.88672    41.4246    16.3147    -26.0596    -1.52726    -35.9707
-8.88672    41.4246    16.3147    -30.5465    -1.73904    -32.6093
-8.88672    41.4246    16.3147    -34.6389    -1.93221    -28.7178
-8.88672    41.4246    16.3147    -38.2622    -2.10324    -24.3277
-8.88672    41.4246    16.3147    -41.3384    -2.24844    -19.483
-8.88672    41.4246    16.3147    -43.7886    -2.36409    -14.2439
-8.88672    41.4246    16.3147    -45.5384    -2.44668    -8.68893
-8.88672    41.4246    16.3147    -46.5243    -2.49322    -2.91508
-8.88672    41.4246    16.3147    -46.7006    -2.50154    2.96414
-8.88672    41.4246    16.3147    -46.0452    -2.4706    8.82369
-8.88672    41.4246    16.3147    -44.5637    -2.40068    14.534
-8.88672    41.4246    16.3147    -42.2905    -2.29338    19.9695
-8.88672    41.4246    16.3147    -39.2864    -2.15158    25.0163
-8.88672    41.4246    16.3147    -35.6326    -1.97912    29.5788
-8.88672    41.4246    16.3147    -31.4245    -1.78048    33.5832
-8.88672    41.4246    16.3147    -26.7631    -1.56046    36.978
-8.88672    41.4246    16.3147    -21.7492    -1.3238    39.7327
-8.88672    41.4246    16.3147    -16.4778    -1.07498    41.8335
-8.88672    41.4246    16.3147    -11.0357    -0.818105    43.2796
-8.88672    41.4246    16.3147    -5.50046    -0.556832    44.0784
-9.16748    40.5334    15.8752    0.059335    -0.294402    -44.204
-9.16748    40.5334    15.8752    -5.46207    -0.584027    -43.7476
-9.16748    40.5334    15.8752    -10.8897    -0.868735    -42.6835
-9.16748    40.5334    15.8752    -16.1687    -1.14564    -41.0247
-9.16748    40.5334    15.8752    -21.2435    -1.41184    -38.7839
-9.16748    40.5334    15.8752    -26.0555    -1.66426    -35.9745
-9.16748    40.5334    15.8752    -30.5417    -1.89958    -32.6126
-9.16748    40.5334    15.8752    -34.6331    -2.11419    -28.7205
-9.16748    40.5334    15.8752    -38.2552    -2.30419    -24.3296
-9.16748    40.5334    15.8752    -41.3298    -2.46547    -19.484
-9.16748    40.5334    15.8752    -43.778    -2.59389    -14.2442
-9.16748    40.5334    15.8752    -45.5258    -2.68557    -8.68881
-9.16748    40.5334    15.8752    -46.5097    -2.73718    -2.91493
